Offset(P)            #Ptr   #Hnd Access Name
0x000000003e04a890      1      1 R--rw- \Device\HarddiskVolume2\Users\Batou
0x000000003e04af20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\snmptrap.exe
0x000000003e04f490     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e053230      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSAPI.dll
0x000000003e054b10     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx
0x000000003e055e20      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003e0574f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\xmllite.dll
0x000000003e061470     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml3.dll
0x000000003e0615c0      1      1 RW-rw- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\Web Slice Gallery~.feed-ms
0x000000003e062560      1      1 ------ \Device\NamedPipe\keysvc
0x000000003e0626b0      2      1 ------ \Device\NamedPipe\keysvc
0x000000003e062800      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\srv2.sys
0x000000003e065f20      2      1 ------ \Device\NamedPipe\trkwks
0x000000003e066590      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbemcomn.dll
0x000000003e066b70      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\srv.sys
0x000000003e067070      1      1 ------ \Device\NamedPipe\trkwks
0x000000003e068900      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e069dd0      2      1 R--rwd \Device\HarddiskVolume2\$Extend\$ObjId
0x000000003e06a9b0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e06bc40      2      1 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Credentials
0x000000003e06bd90      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dllhost.exe
0x000000003e06c9e0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vsstrace.dll
0x000000003e06db40     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e06f670     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscdll.dll
0x000000003e070cf0     16      0 RWDr-- \Device\HarddiskVolume1\System Volume Information\tracking.log
0x000000003e070f20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usbmon.dll
0x000000003e071530      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e071f20      1      1 RW---- \Device\HarddiskVolume2\Users\Batou\NTUSER.DAT
0x000000003e073300      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gameux.dll
0x000000003e07c4a0     16      1 R--r-d \Device\HarddiskVolume2\Windows\System32\es.dll
0x000000003e07cf20      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003e086560      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e0889a0     16      1 R--r-d \Device\HarddiskVolume2\Windows\System32\stdole2.tlb
0x000000003e08e070     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x000000003e08ef20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiDcPrv.dll
0x000000003e08fbb0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemprox.dll
0x000000003e08fdd0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003e093530     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\browser.dll
0x000000003e093b80     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webservices.dll
0x000000003e0949e0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntdsapi.dll
0x000000003e095a40     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\resutils.dll
0x000000003e095d00     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdscore.dll
0x000000003e098070     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iphlpsvc.dll
0x000000003e099900      2      1 ------ \Device\NamedPipe\
0x000000003e09a4b0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sqmapi.dll
0x000000003e09cdd0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WinMgmtR.dll
0x000000003e09d680      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netcfgx.dll
0x000000003e0a5990     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netnwifi.PNF
0x000000003e0a7310     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\hnetcfg.dll
0x000000003e0b0f20      3      1 R--rwd \Device\HarddiskVolume2\Windows\System32\wbem\MOF
0x000000003e0b17a0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemcore.dll
0x000000003e0b1d20     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msxml3r.dll
0x000000003e0b26f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nci.dll
0x000000003e0b2d60     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netprofm.dll
0x000000003e0b6ea0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netip6.PNF
0x000000003e0c0300      2      1 ------ \Device\NamedPipe\
0x000000003e0c0bb0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e0c0f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wmiutils.dll
0x000000003e0c1dd0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnpts.dll
0x000000003e0c2700     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netmscli.PNF
0x000000003e0c3550     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fundisc.dll
0x000000003e0c3d10     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\ndiscap.PNF
0x000000003e0c4d50     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netpacer.PNF
0x000000003e0c6740     15      0 R--r-- \Device\HarddiskVolume2\Windows\inf\nettcpip.PNF
0x000000003e0c9410     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netrass.PNF
0x000000003e0c97b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netavpnt.PNF
0x000000003e0c9dd0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netnb.PNF
0x000000003e0c9f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\wfplwf.PNF
0x000000003e0ca070      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\repdrvfs.dll
0x000000003e0ca550      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e0ca8f0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netserv.PNF
0x000000003e0cf880      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\esscli.dll
0x000000003e0cfc40      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemsvc.dll
0x000000003e0db9a0      2      1 ------ \Device\Afd\Endpoint
0x000000003e0df250     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING1.MAP
0x000000003e0e0250     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasadhlp.dll
0x000000003e0e03a0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mprmsg.dll.mui
0x000000003e0e0af0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING2.MAP
0x000000003e0e0f20     16      0 R--rw- \Device\HarddiskVolume2\Windows\System32\drivers\etc\hosts
0x000000003e0e13e0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tcpipcfg.dll
0x000000003e0e1cc0      9      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\INDEX.BTR
0x000000003e0e2680     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\OBJECTS.DATA
0x000000003e0e2a20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING3.MAP
0x000000003e0e5bc0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\npmproxy.dll
0x000000003e0e5f20     15      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\verdana.ttf
0x000000003e0e9070     15      1 RWDrwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Temp\~DF058122C494380EFF.TMP
0x000000003e0f82f0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemess.dll
0x000000003e102f20     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx
0x000000003e104940     18      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x000000003e10cf20     33      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx
0x000000003e111e90     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx
0x000000003e11c3c0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSD.dll
0x000000003e1247a0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdiasqmmodule.dll
0x000000003e124cd0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\win32spl.dll
0x000000003e125070     16      0 R--rwd \Device\HarddiskVolume2\Users\Batou\Favorites\Links\Suggested Sites.url
0x000000003e12f600     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msftedit.dll
0x000000003e15e5c0     16      0 R--r-- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\337ed59af273c758.customDestinations-ms
0x000000003e15ef20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSSVC.exe
0x000000003e168070     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9.manifest
0x000000003e168510     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2.manifest
0x000000003e168790      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ieframe.dll
0x000000003e185f20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\tcpbidi.xml
0x000000003e199070      2      1 RW-r-- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat{431beefa-b571-11e8-9535-000c29b71f00}.TM.blf
0x000000003e1af070     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msxml3.dll
0x000000003e1b5230     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e1b5530      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e1b5e20      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\Batou\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003e1b6d40      2      1 RW-r-- \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\UsrClass.dat{431beefa-b571-11e8-9535-000c29b71f00}.TMContainer00000000000000000002.regtrans-ms
0x000000003e1cb370     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\rsaenh.dll
0x000000003e1cbd70     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\netprofm.dll
0x000000003e1ce070      3      1 RWDrwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Temp\~DFEF7909C69CEE7124.TMP
0x000000003e1d57d0     17      1 RW-rwd \Device\HarddiskVolume2\Users\Batou\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000003e1d5dd0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\thumbcache.dll
0x000000003e1eab10     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\verclsid.exe
0x000000003e1ffa10     13      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\langs.xml
0x000000003e1ffcb0      8      0 R--r-- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\plugins\DSpellCheck\DSpellCheck.dll
0x000000003e200070      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000003e200f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3.manifest
0x000000003e201ea0      2      1 ------ \Device\Afd\Endpoint
0x000000003e202c40      2      1 ------ \Device\Afd\Endpoint
0x000000003e203cc0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-174-0
0x000000003e206f20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\LogonUI.exe
0x000000003e207420      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003e207bb0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netapi32.dll
0x000000003e208160      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003e208e20     33      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx
0x000000003e209f20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Problem-Steps-Recorder.evtx
0x000000003e20b3c0      2      1 ------ \Device\Afd\Endpoint
0x000000003e20c070     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e20d710      2      1 ------ \Device\Afd\Endpoint
0x000000003e20e070     33      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx
0x000000003e20e810      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e20eb80     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\adtschema.dll
0x000000003e20ed60     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac.manifest
0x000000003e214c90      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mssrch.dll
0x000000003e214de0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\esent.dll
0x000000003e216b60     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\version.dll
0x000000003e219330      2      1 ------ \Device\Afd\Endpoint
0x000000003e219bc0      2      1 ------ \Device\Afd\Endpoint
0x000000003e219f20      2      1 ------ \Device\Afd\Endpoint
0x000000003e21aab0      1      1 -W---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0x000000003e21df20      2      1 ------ \Device\Afd\Endpoint
0x000000003e21e070      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e220070      1      1 ------ \Device\NamedPipe\eventlog
0x000000003e220490      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2ec-0
0x000000003e221170      1      1 -W---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat
0x000000003e221f20      1      1 ------ \Device\NamedPipe\eventlog
0x000000003e2224c0      2      1 ------ \Device\NamedPipe\eventlog
0x000000003e222dd0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tzres.dll
0x000000003e226070     32      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\System.evtx
0x000000003e2267d0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mmcss.dll
0x000000003e228c50     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x000000003e22aa70     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\authui.dll
0x000000003e22f370      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e22f920      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wevtsvc.dll
0x000000003e231a00     29      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e2423f0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\audiosrv.dll
0x000000003e243c90     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\samlib.dll
0x000000003e246760      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netman.dll
0x000000003e246a20     12      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x000000003e252440     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MMDevAPI.dll
0x000000003e258940     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x000000003e258f20      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x000000003e2599b0     32      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Security.evtx
0x000000003e25a3d0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\HardwareEvents.evtx
0x000000003e25aaf0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0x000000003e25b430     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Key Management Service.evtx
0x000000003e25c370     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\microsoft-windows-kernel-power-events.dll
0x000000003e25c980      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\srvsvc.dll
0x000000003e25e070     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\propsys.dll
0x000000003e261da0     16      0 R--r-d \Device\HarddiskVolume2\Windows\WindowsShell.Manifest
0x000000003e263990      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shacct.dll
0x000000003e264a20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx
0x000000003e2694e0     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0x000000003e269930     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wkscli.dll
0x000000003e26a4d0     32      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Application.evtx
0x000000003e26ac70      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\avrt.dll
0x000000003e27c260     16      0 RW-rw- \Device\HarddiskVolume2\Windows\setupact.log
0x000000003e27da50     15      0 R--r-- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\SciLexer.dll
0x000000003e27e3f0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gpsvc.dll
0x000000003e27ec10      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscsvc.dll
0x000000003e280dd0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dps.dll
0x000000003e280f20      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\uxtheme.dll
0x000000003e2814c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\fltMgr.sys
0x000000003e281dd0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PeerDist.dll
0x000000003e281f20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e285280      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e285dd0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlaapi.dll
0x000000003e286a80      4      1 RW-rwd \Device\HarddiskVolume2\Windows\CSC\v2.0.6\pq
0x000000003e2878d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\CSC
0x000000003e2898e0      4      0 RW-rwd \Device\HarddiskVolume2\$MapAttributeValue
0x000000003e289a30      1      1 RW-rwd \Device\HarddiskVolume2\Windows\CSC\v2.0.6\temp
0x000000003e289d40      1      1 R--rw- \Device\HarddiskVolume2\Windows\CSC\v2.0.6
0x000000003e28b9e0      2      0 R--r-- \Device\HarddiskVolume2sm
0x000000003e28bb30      1      1 R--rwd \Device\HarddiskVolume2�
0x000000003e28d070      1      1 R--rw- \Device\HarddiskVolume2\Windows\CSC\v2.0.6\namespace
0x000000003e28e810      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\atl.dll
0x000000003e28fa00      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mstask.dll
0x000000003e292d60     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wtsapi32.dll
0x000000003e294dd0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e298ae0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x000000003e299f20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IPHLPAPI.DLL
0x000000003e29dd40      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dsrole.dll
0x000000003e29de90      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DXP.dll
0x000000003e29fc20     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\themeservice.dll
0x000000003e2a1450      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\hid.dll
0x000000003e2a1ad0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dui70.dll
0x000000003e2a1c20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\es.dll
0x000000003e2a36f0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\slc.dll
0x000000003e2a5860      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003e2a59b0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000003e2a5b00      9      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a\GdiPlus.dll
0x000000003e2b2260     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SearchIndexer.exe
0x000000003e2b2690     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\prnfldr.dll
0x000000003e2b2de0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netshell.dll
0x000000003e2b7300      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rspndr.sys
0x000000003e2b9340     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\uxsms.dll
0x000000003e2b98a0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\comres.dll
0x000000003e2ba070     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\batmeter.dll
0x000000003e2baf20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SndVolSSO.dll
0x000000003e2bb0f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lmhsvc.dll
0x000000003e2bc6d0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\duser.dll
0x000000003e2bf600      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Sens.dll
0x000000003e2c3910      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\xmllite.dll
0x000000003e2c7900      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003e2c8540      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wer.dll
0x000000003e2c8f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nsisvc.dll
0x000000003e2ca530      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\lltdio.sys
0x000000003e2cac90      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winmm.dll
0x000000003e2cfec0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsrslvr.dll
0x000000003e2d0b30     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nrpsrv.dll
0x000000003e2d0c80      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winnsi.dll
0x000000003e2d5680      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcore.dll
0x000000003e2db240     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsext.dll
0x000000003e2dc720      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e2e5390      3      1 R--rwd \Device\HarddiskVolume2\Windows\System32\drivers\etc
0x000000003e2e5a10      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcore6.dll
0x000000003e2e8b20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\4ba9b59c-dec1-45dc-a260-ecbc2bbb3f5a
0x000000003e2ec380      1      1 ------ \Device\Afd\Endpoint
0x000000003e2f5620      1      1 ------ \Device\Afd\Endpoint
0x000000003e2fc8d0      1      1 ------ \Device\Afd\Endpoint
0x000000003e2fe860      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003e2fecd0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcsvc6.dll
0x000000003e2feea0      2      1 ------ \Device\Afd\Endpoint
0x000000003e2ffa70      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shsvcs.dll
0x000000003e300280      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WindowsCodecs.dll
0x000000003e301380      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcsvc.dll
0x000000003e304440     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\aeevts.dll
0x000000003e308610     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntmarta.dll
0x000000003e3088a0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\certCredProvider.dll
0x000000003e3091d0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\schedsvc.dll
0x000000003e30abe0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncobjapi.dll
0x000000003e30b5c0      1      1 ------ \Device\Afd\Endpoint
0x000000003e311bb0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx
0x000000003e3136b0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasapi32.dll
0x000000003e317860     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIAnimation.dll
0x000000003e31ab20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winbrand.dll
0x000000003e31af20     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vaultcli.dll
0x000000003e31b280      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskcomp.dll
0x000000003e31e2b0      2      1 R--rw- \Device\HarddiskVolume2\Windows\Tasks
0x000000003e31e810      2      1 ------ \Device\Afd\Endpoint
0x000000003e31ff20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\2a7e8e8d-55e4-4e37-b639-73112508c59e
0x000000003e320dd0      2      0 RW-rw- \Device\HarddiskVolume2\Windows\Tasks\SA.DAT
